AuthorID,Author,Date,Content,Attachments,Reactions
"782154101122531328","yousufzubairi","2021-04-28T03:40:55.5600000+08:00","!roulette 190","",""
"817835202746253344","IIoT#4707","2021-04-28T03:40:56.0060000+08:00","🚫 **yousufzubairi**, you need to wait 59 minutes to use that command again.","",""
"801561312861618236","jon.forbord","2021-04-28T03:41:26.6960000+08:00","!dice 50","",""
"817835202746253344","IIoT#4707","2021-04-28T03:41:27.2690000+08:00",":game_die: JonF bets 50 :coin: and throws their dice...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:41:29.7860000+08:00",":game_die: JonF gets **2** and **2**...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:41:33.0650000+08:00",":game_die: JonF, your opponent throws their dice... and gets **6** and **5**...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:41:35.3580000+08:00",":game_die: JonF, you **lost** 50 :coin:","",""
"801561312861618236","jon.forbord","2021-04-28T03:41:42.2400000+08:00","!dice 19","",""
"817835202746253344","IIoT#4707","2021-04-28T03:41:42.7260000+08:00","🚫 **Jon Forbord**, you need to wait 1 hour to use that command again.","",""
"782154101122531328","yousufzubairi","2021-04-28T03:42:04.5800000+08:00","!economy-info","",""
"817835202746253344","IIoT#4707","2021-04-28T03:42:05.2300000+08:00","","",""
"740975015247478946","chrisgele","2021-04-28T03:42:35.7630000+08:00","!daily","",""
"817835202746253344","IIoT#4707","2021-04-28T03:42:36.2440000+08:00","","",""
"801561312861618236","jon.forbord","2021-04-28T03:42:42.2570000+08:00","!roulette 19","",""
"817835202746253344","IIoT#4707","2021-04-28T03:42:43.0450000+08:00","","","😆 (1)"
"240032229273632769","ayman3952","2021-04-28T03:43:08.5700000+08:00","Im going all in","",""
"240032229273632769","ayman3952","2021-04-28T03:43:19.1870000+08:00","!dice 72","",""
"817835202746253344","IIoT#4707","2021-04-28T03:43:19.7180000+08:00",":game_die: Ayman bets 72 :coin: and throws their dice...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:43:22.0590000+08:00",":game_die: Ayman gets **4** and **1**...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:43:25.3860000+08:00",":game_die: Ayman, your opponent throws their dice... and gets **4** and **3**...","",""
"817835202746253344","IIoT#4707","2021-04-28T03:43:27.6770000+08:00",":game_die: Ayman, you **lost** 72 :coin:","",""
"194289793905983489","zackscriven","2021-04-28T03:43:30.6550000+08:00","Ouch!","",""
"240032229273632769","ayman3952","2021-04-28T03:43:32.2620000+08:00","Lol","",""
"240032229273632769","ayman3952","2021-04-28T03:44:01.8830000+08:00","Can we start lending bussiness with interest?","",""
"240032229273632769","ayman3952","2021-04-28T03:44:10.1030000+08:00","We can hire collectors as well","",""
"194289793905983489","zackscriven","2021-04-28T03:44:14.8180000+08:00","!games","",""
"817835202746253344","IIoT#4707","2021-04-28T03:44:15.2030000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:45:14.0660000+08:00","!buy","",""
"817835202746253344","IIoT#4707","2021-04-28T03:45:14.2710000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:45:53.3150000+08:00","!buy industry 4.0","",""
"817835202746253344","IIoT#4707","2021-04-28T03:45:53.7370000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T03:45:56.6360000+08:00","!items","",""
"817835202746253344","IIoT#4707","2021-04-28T03:45:57.1870000+08:00","","",""
"240032229273632769","ayman3952","2021-04-28T03:46:01.1120000+08:00","!richest","",""
"817835202746253344","IIoT#4707","2021-04-28T03:46:01.5390000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T03:47:00.7320000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T03:47:01.1090000+08:00","","",""
"240032229273632769","ayman3952","2021-04-28T03:47:02.5060000+08:00","Yousuf lend me a 100 i will be paying you back 150 😂","",""
"817835202746253344","IIoT#4707","2021-04-28T03:47:02.9030000+08:00","GG @Ayman, you just advanced to level 2!","",""
"194289793905983489","zackscriven","2021-04-28T03:47:12.5010000+08:00","!timer 60","",""
"194289793905983489","zackscriven","2021-04-28T03:47:15.0790000+08:00","lol","",""
"240032229273632769","ayman3952","2021-04-28T03:47:17.6650000+08:00","Oh nice i can work time to work then","",""
"240032229273632769","ayman3952","2021-04-28T03:47:24.0950000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T03:47:24.6190000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:47:27.6440000+08:00","!buy marioishikawa","","😆 (1),👀 (1)"
"817835202746253344","IIoT#4707","2021-04-28T03:47:28.5480000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:47:45.2990000+08:00","Lol was trying his brain","",""
